A028_new
Operated by Australia
latitude -68.40 longitude 112.22 height 1622m
Data format is: Year, Month, Day, Hour (UTC), Minute, Pressure (hPa), Temperature (Deg C), Wind Speed (knots), Wind Direction (Degrees)
Null values are displayed as -999
Data supplied byAAD

1985 05 10 21 03 -999      -34.5 -999    -999                                   
1985 05 10 21 57 -999      -34.5 -999    -999                                   
1985 05 11 01 30 -999      -29.7 -999    -999                                   
1985 05 11 02 24 -999      -28.5 -999    -999                                   
1985 05 11 04 09 -999      -27.4 -999    -999                                   
1985 05 11 05 56 -999      -26.8 -999    -999                                   
1985 05 11 08 36 -999      -25.8 -999    -999                                   
1985 05 11 09 30 -999      -25.7 -999    -999                                   
1985 05 11 11 17 -999      -24.7 -999    -999                                   
1985 05 11 12 11 -999      -24.6 -999    -999                                   
1985 05 11 13 57 -999      -25.0 -999    -999                                   
1985 05 11 14 51 -999      -25.0 -999    -999                                   
1985 05 11 15 43 -999      -25.2 -999    -999                                   
1985 05 11 16 38 -999      -25.2 -999    -999                                   
1985 05 11 17 31 -999      -25.6 -999    -999                                   
1985 05 11 19 18 -999      -26.4 -999    -999                                   
1985 05 11 21 04 -999      -28.0 -999    -999                                   
1985 05 11 21 58 -999      -28.9 -999    -999                                   
1985 05 11 22 52 -999      -31.9 -999    -999                                   
1985 05 12 00 38 -999      -33.1 -999    -999                                   
1985 05 12 02 24 -999      -33.7 -999    -999                                   
1985 05 12 07 44 -999      -32.3 -999    -999                                   
1985 05 12 09 31 -999      -30.3 -999    -999                                   
1985 05 12 11 19 -999      -28.4 -999    -999                                   
1985 05 12 12 11 -999      -27.4 -999    -999                                   
1985 05 12 13 05 -999      -27.4 -999    -999                                   
1985 05 12 13 58 -999      -26.9 -999    -999                                   
1985 05 12 14 51 -999      -26.6 -999    -999                                   
1985 05 12 15 46 -999      -25.5 -999    -999                                   
1985 05 12 16 38 -999      -25.3 -999    -999                                   
1985 05 12 17 32 -999      -24.1 -999    -999                                   
1985 05 12 19 18 -999      -23.7 -999    -999                                   
1985 05 12 21 06 -999      -23.0 -999    -999                                   
1985 05 12 22 53 -999      -22.6 -999    -999                                   
1985 05 13 00 40 -999      -24.3 -999    -999                                   
1985 05 13 02 26 -999      -22.7 -999    -999                                   
1985 05 13 04 13 -999      -22.0 -999    -999                                   
1985 05 13 06 00 -999      -22.2 -999    -999                                   
1985 05 13 07 46 -999      -22.6 -999    -999                                   
1985 05 13 08 39 -999      -23.0 -999    -999                                   
1985 05 13 09 33 -999      -23.1 -999    -999                                   
1985 05 13 10 26 -999      -26.3 -999    -999                                   
1985 05 13 11 19 -999      -27.2 -999    -999                                   
1985 05 13 12 14 -999      -30.3 -999    -999                                   
1985 05 13 15 46 -999      -32.0 -999    -999                                   
1985 05 13 19 21 -999      -33.7 -999    -999                                   
1985 05 13 20 13 -999      -34.6 -999    -999                                   
1985 05 13 21 08 -999      -34.7 -999    -999                                   
1985 05 13 22 01 -999      -35.7 -999    -999                                   
1985 05 13 22 54 -999      -35.7 -999    -999                                   
1985 05 13 23 48 -999      -36.6 -999    -999                                   
1985 05 14 01 34 -999      -36.8 -999    -999                                   
1985 05 14 04 15 -999      -37.1 -999    -999                                   
1985 05 14 06 54 -999      -37.1 -999    -999                                   
1985 05 14 07 47 -999      -37.0 -999    -999                                   
1985 05 14 08 42 -999      -37.4 -999    -999                                   
1985 05 14 10 28 -999      -37.6 -999    -999                                   
1985 05 14 12 14 -999      -38.1 -999    -999                                   
1985 05 14 14 01 -999      -38.9 -999    -999                                   
1985 05 14 14 55 -999      -39.9 -999    -999                                   
1985 05 14 15 49 -999      -40.0 -999    -999                                   
1985 05 14 17 35 -999      -40.2 -999    -999                                   
1985 05 14 18 28 -999      -40.6 -999    -999                                   
1985 05 14 19 21 -999      -40.7 -999    -999                                   
1985 05 14 20 16 -999      -41.1 -999    -999                                   
1985 05 14 21 08 -999      -41.4 -999    -999                                   
1985 05 14 22 02 -999      -41.7 -999    -999                                   
1985 05 15 03 23 -999      -40.8 -999    -999                                   
1985 05 15 05 09 -999      -39.7 -999    -999                                   
1985 05 15 08 43 -999      -39.3 -999    -999                                   
1985 05 15 14 02 -999      -39.4 -999    -999                                   
1985 05 15 14 56 -999      -40.9 -999    -999                                   
1985 05 15 15 49 -999      -40.9 -999    -999                                   
1985 05 15 16 42 -999      -42.1 -999    -999                                   
1985 05 15 17 36 -999      -42.1 -999    -999                                   
1985 05 15 18 30 -999      -41.6 -999    -999                                   
1985 05 15 20 16 -999      -41.9 -999    -999                                   
1985 05 16 02 31 -999      -42.3 -999    -999                                   
1985 05 16 03 24 -999      -41.7 -999    -999                                   
1985 05 16 13 10 -999      -39.4 -999    -999                                   
1985 05 16 14 05 -999      -39.4 -999    -999                                   
1985 05 16 14 58 -999      -38.9 -999    -999                                   
1985 05 16 18 31 -999      -38.6 -999    -999                                   
1985 05 16 20 17 -999      -38.7 -999    -999                                   
1985 05 16 22 05 -999      -38.2 -999    -999                                   
1985 05 16 22 58 -999      -38.0 -999    -999                                   
1985 05 17 00 45 -999      -37.8 -999    -999                                   
1985 05 17 02 32 -999      -38.3 -999    -999                                   
1985 05 17 03 24 -999      -38.3 -999    -999                                   
1985 05 17 05 12 -999      -39.0 -999    -999                                   
1985 05 17 06 59 -999      -39.4 -999    -999                                   
1985 05 17 07 52 -999      -39.8 -999    -999                                   
1985 05 17 08 45 -999      -39.8 -999    -999                                   
1985 05 17 09 39 -999      -40.1 -999    -999                                   
1985 05 17 10 33 -999      -40.1 -999    -999                                   
1985 05 17 11 26 -999      -40.0 -999    -999                                   
