Mt Erebus
Operated by US
latitude -77.53 longitude 167.13 height 3700m
Data format is: Year, Month, Day, Hour (UTC), Minute, Pressure (hPa), Temperature (Deg C), Wind Speed (knots), Wind Direction (Degrees)
Null values are displayed as -999
Data supplied by the University of Wisconsin

1990 01 18 21 00   609.1   -26.9     3.9    80                                  
1990 01 19 00 00   609.9   -27.1     7.0   105                                  
1990 01 19 03 00   610.0   -26.6     2.9   130                                  
1990 01 19 06 00   610.7   -25.3     1.0   178                                  
1990 01 19 09 00   610.8   -26.0     2.5   168                                  
1990 01 19 12 00   611.0   -24.8     0.6   313                                  
1990 01 19 15 00   610.8   -25.4     0.0     0                                  
1990 01 20 03 00   610.2   -25.6    15.8   320                                  
1990 01 20 06 00   610.8   -21.1     0.0     0                                  
1990 01 20 09 00   610.2   -23.5    10.9   309                                  
1990 01 20 12 00   609.8   -24.0    11.9   285                                  
1990 01 20 15 00   609.7   -22.1     6.4   288                                  
1990 01 20 18 00   609.2   -21.5     5.8   299                                  
1990 01 20 21 00   609.2   -21.3     4.9   296                                  
1990 01 21 00 00   609.2   -21.9    12.5   347                                  
1990 01 21 03 00   609.0   -21.8     9.9   338                                  
1990 01 21 06 00   608.7   -21.6     8.4   316                                  
1990 01 21 09 00   608.5   -22.6     9.9   324                                  
1990 01 21 12 00   608.0   -22.3     0.0     0                                  
1990 01 21 15 00   607.2   -22.6     0.0     0                                  
1990 01 21 18 00   606.9   -20.4     0.0     0                                  
1990 01 21 21 00   606.6   -21.6     0.0     0                                  
1990 01 22 00 00   606.4   -23.6    10.9   312                                  
1990 01 22 03 00   605.7   -24.8     3.5   243                                  
1990 01 22 06 00   605.5   -25.0     2.0   341                                  
1990 01 22 09 00   605.2   -23.9    11.3   319                                  
1990 01 22 12 00   604.7   -25.4    10.9   336                                  
1990 01 22 15 00   604.4   -26.5     0.0     0                                  
1990 01 22 18 00   604.4   -23.9     0.0     0                                  
1990 01 22 21 00   604.5   -23.5     1.0   357                                  
1990 01 23 00 00   604.8   -23.4     9.0   300                                  
1990 01 23 03 00   604.7   -21.9     2.0   102                                  
1990 01 23 06 00   604.4   -24.8     1.0    64                                  
1990 01 23 09 00   604.2   -25.3     0.0     0                                  
1990 01 23 12 00   603.9   -26.4     2.9   222                                  
1990 01 23 15 00   604.2   -23.4     0.0     0                                  
1990 01 23 18 00   604.1   -25.1    11.9   292                                  
1990 01 23 21 00   603.9   -27.3    15.8   299                                  
1990 01 24 00 00   604.4   -24.1     0.0     0                                  
1990 01 24 03 00   604.1   -24.1     1.0   178                                  
1990 01 24 06 00   603.9   -25.3     0.0     0                                  
1990 01 24 09 00   603.5   -27.6    11.3   261                                  
1990 01 24 12 00   603.1   -26.6     3.5   262                                  
1990 01 24 15 00   601.7   -28.1     7.4   324                                  
1990 01 24 18 00   600.8   -27.1     5.8   282                                  
1990 01 24 21 00   599.7   -26.5     7.4   288                                  
1990 01 25 03 00   597.1   -27.9     4.9   281                                  
1990 01 25 06 00   595.8   -29.6    11.9   233                                  
1990 01 25 09 00   594.8   -30.0    14.4   209                                  
1990 01 25 12 00   593.6   -30.5    11.9   219                                  
1990 01 25 15 00   592.2   -29.6    17.4   206                                  
1990 01 25 18 00   591.3   -29.0    14.4   194                                  
1990 01 25 21 00   590.5   -28.8    13.5   199                                  
1990 01 26 00 00   590.1   -29.0     8.4   225                                  
1990 01 26 03 00   589.3   -29.0     8.4   220                                  
1990 01 26 06 00   589.1   -28.8     1.0   251                                  
1990 01 26 09 00   588.7   -27.9     3.5   239                                  
1990 01 26 12 00   588.4   -27.1     2.5   195                                  
1990 01 26 15 00   588.1   -26.4     3.9   227                                  
1990 01 26 18 00   588.3   -24.1     0.0     0                                  
1990 01 26 21 00   589.1   -22.8     0.0     0                                  
1990 01 27 00 00   590.1   -24.6     0.0     0                                  
1990 01 27 03 00   591.0   -26.3     0.6   132                                  
1990 01 27 06 00   592.7   -26.4     4.5    32                                  
1990 01 27 09 00   594.1   -28.4     4.9    66                                  
1990 01 27 12 00   595.8   -27.3     0.6    97                                  
1990 01 27 15 00   597.0   -28.6     2.0    71                                  
1990 01 27 18 00   598.1   -24.8     0.0     0                                  
1990 01 27 21 00   599.1   -28.3     4.5   140                                  
1990 01 28 00 00   599.7   -26.6     0.0     0                                  
1990 01 28 03 00   600.1   -29.9     2.9   222                                  
1990 01 28 06 00   600.3   -27.5     1.6   305                                  
1990 01 28 09 00   600.5   -26.6     0.0     0                                  
1990 01 28 12 00   600.3   -27.1     0.0     0                                  
1990 01 28 15 00   599.3   -29.3    10.9   217                                  
1990 01 28 18 00   599.2   -29.5    15.4   191                                  
1990 01 28 21 00   598.8   -28.8     9.0   194                                  
1990 01 29 00 00   598.4   -26.9     3.9   291                                  
1990 01 29 03 00   597.4   -29.0     2.9   305                                  
1990 01 29 06 00   596.4   -28.8     8.4   267                                  
