AM02_new
Operated by Australia
latitude -69.70 longitude 72.63 height 47m
Data format is: Year, Month, Day, Hour (UTC), Minute, Pressure (hPa), Temperature (Deg C), Wind Speed (knots), Wind Direction (Degrees)
Null values are displayed as -999
Data supplied byAAD

2001 02 17 09 04   985.0    -7.1     4.6   210                                  
2001 02 17 10 03   985.0    -7.2     4.9   204                                  
2001 02 17 11 03   985.0    -7.4     4.6   204                                  
2001 02 17 12 04   984.8    -7.4     4.5   204                                  
2001 02 17 13 03   985.0    -8.5     4.1   210                                  
2001 02 17 14 03   984.6    -9.4     4.2   222                                  
2001 02 17 15 04   984.8   -11.0     4.3   216                                  
2001 02 17 16 03   984.6   -12.0     4.3   222                                  
2001 02 17 17 03   984.6   -12.3     3.8   222                                  
2001 02 17 18 04   984.6   -12.8     3.9   234                                  
2001 02 17 19 03   984.8   -13.0     3.6   228                                  
2001 02 17 20 03   985.0   -14.1     3.9   222                                  
2001 02 17 21 04   985.2   -14.1     3.9   222                                  
2001 02 17 22 03   985.4   -13.4     3.6   216                                  
2001 02 17 23 03   985.4   -15.6     2.6   246                                  
2001 02 18 00 04   985.8   -16.2     3.0   234                                  
2001 02 18 01 03   986.0   -17.3     2.3   240                                  
2001 02 18 02 03   986.2   -16.0     1.9   246                                  
2001 02 18 04 03   986.4   -14.5     1.8   234                                  
2001 02 18 05 03   986.6   -13.5     2.2   228                                  
2001 02 18 06 04   986.6   -12.1     2.4   222                                  
2001 02 18 07 03   986.8   -10.6     2.5   216                                  
2001 02 18 08 03   986.8    -9.5     1.5   210                                  
2001 02 18 10 03   987.0    -9.2     1.4   240                                  
2001 02 18 12 04   987.0    -8.8     0.6   234                                  
2001 02 18 13 03   986.8    -9.3     0.6   234                                  
2001 02 18 14 03   986.6   -10.3     1.0   252                                  
2001 02 18 15 04   986.8   -11.3     1.3   276                                  
2001 02 18 16 03   986.8   -11.7     1.1   294                                  
2001 02 18 17 03   987.0   -12.5     1.1   300                                  
2001 02 18 18 04   987.0   -12.4     0.8   288                                  
2001 02 18 19 03   986.8   -12.5     0.8   264                                  
2001 02 18 20 03   987.0   -13.0     1.1   312                                  
2001 02 18 21 04   986.8   -13.1     1.5   312                                  
2001 02 18 22 03   986.8   -12.0     1.0   300                                  
