Kelly
Operated by US
latitude -89.00 longitude -179.61 height 2950m
Data format is: Year, Month, Day, Hour (UTC), Minute, Pressure (hPa), Temperature (Deg C), Wind Speed (knots), Wind Direction (Degrees)
Null values are displayed as -999
Data supplied by the University of Wisconsin

1993 02 17 12 00 -999      -41.6     2.0   203                                  
1993 02 17 15 00 -999      -39.6     1.2   172                                  
1993 02 17 18 00 -999      -41.0     3.7   149                                  
1993 02 17 21 00 -999      -41.3     4.1   156                                  
1993 02 18 00 00 -999      -44.0     1.6   232                                  
1993 02 18 03 00 -999      -37.8     5.3   123                                  
1993 02 18 06 00 -999      -35.3    10.3   135                                  
1993 02 18 09 00 -999      -36.9     8.0   149                                  
1993 02 18 12 00 -999      -36.4     9.9   150                                  
1993 02 18 15 00 -999      -36.9     9.9   112                                  
1993 02 18 18 00 -999      -37.1     8.4   104                                  
1993 02 18 21 00 -999      -37.1     8.4   105                                  
1993 02 19 00 00 -999      -38.0     4.9   127                                  
1993 02 19 03 00 -999      -39.3     0.0     0                                  
1993 02 19 06 00 -999      -39.6     3.7   174                                  
1993 02 19 09 00 -999      -37.8     3.5   158                                  
1993 02 19 12 00 -999      -40.6     4.1   147                                  
1993 02 19 15 00 -999      -42.5     2.3   189                                  
1993 02 19 18 00 -999      -42.0     0.8   154                                  
1993 02 19 21 00 -999      -41.1     0.8   243                                  
1993 02 20 00 00 -999      -43.0     0.0     0                                  
1993 02 20 03 00 -999      -41.6     0.0     0                                  
1993 02 20 06 00 -999      -43.6     0.4   271                                  
1993 02 20 09 00 -999      -44.0     1.2   291                                  
1993 02 20 12 00 -999      -46.1     4.1   275                                  
1993 02 20 15 00 -999      -46.1     4.9   285                                  
1993 02 20 18 00 -999      -42.4     3.5   279                                  
1993 02 20 21 00 -999      -45.3     2.0   277                                  
1993 02 21 00 00 -999      -44.8     4.1   298                                  
1993 02 21 03 00 -999      -45.8     5.3   275                                  
1993 02 21 06 00 -999      -47.6     5.7   257                                  
1993 02 21 09 00 -999      -50.3     4.9   260                                  
1993 02 21 12 00 -999      -51.3     5.7   233                                  
1993 02 21 15 00 -999      -50.6     5.3   210                                  
1993 02 21 18 00 -999      -50.5     6.0   203                                  
1993 02 21 21 00 -999      -50.0     7.2   185                                  
1993 02 22 00 00 -999      -49.4     8.8   180                                  
1993 02 22 03 00 -999      -47.9    12.1   181                                  
1993 02 22 06 00 -999      -47.9    14.0   175                                  
1993 02 22 09 00 -999      -47.1    12.9   175                                  
1993 02 22 12 00 -999      -46.9    17.2   172                                  
1993 02 22 15 00 -999      -47.5    12.1   167                                  
1993 02 22 18 00 -999      -47.9    14.4   172                                  
1993 02 22 21 00 -999      -46.6    11.1   163                                  
1993 02 23 00 00 -999      -47.3    11.1   153                                  
1993 02 23 03 00 -999      -47.9     3.5   151                                  
1993 02 23 06 00 -999      -47.0     7.2   144                                  
1993 02 23 09 00 -999      -48.3     3.5   171                                  
1993 02 23 12 00 -999      -48.4     0.0     0                                  
1993 02 23 15 00 -999      -48.1     0.0     0                                  
1993 02 23 18 00 -999      -48.4     0.0     0                                  
1993 02 23 21 00 -999      -49.1     0.0     0                                  
1993 02 24 00 00 -999      -50.8     2.3   279                                  
1993 02 24 03 00 -999      -49.5     2.3   324                                  
1993 02 24 06 00 -999      -45.4     0.0     0                                  
1993 02 24 09 00 -999      -48.1     2.0   241                                  
1993 02 24 12 00 -999      -49.5     4.5   309                                  
1993 02 24 15 00 -999      -50.8     5.7   291                                  
1993 02 24 18 00 -999      -51.3     7.6   310                                  
1993 02 24 21 00 -999      -50.9     6.8   307                                  
1993 02 25 00 00 -999      -51.6     4.5   330                                  
1993 02 25 03 00 -999      -51.3     2.3   315                                  
1993 02 25 06 00 -999      -51.1     1.2   322                                  
1993 02 25 09 00 -999      -51.1     0.0     0                                  
1993 02 25 12 00 -999      -52.6     0.0     0                                  
1993 02 25 15 00 -999      -51.5     0.0     0                                  
1993 02 25 18 00 -999      -52.1     3.1   189                                  
1993 02 25 21 00 -999      -49.3    11.1   170                                  
1993 02 26 00 00 -999      -44.6    14.0   151                                  
1993 02 26 03 00 -999      -40.8    15.2   137                                  
1993 02 26 06 00 -999      -37.9    13.6   129                                  
1993 02 26 09 00 -999      -35.6    15.2   109                                  
1993 02 26 12 00 -999      -32.4     7.2   113                                  
1993 02 26 15 00 -999      -33.4    11.1   126                                  
1993 02 26 18 00 -999      -33.5    11.3   147                                  
1993 02 26 21 00 -999      -34.8    13.3   144                                  
1993 02 27 00 00 -999      -35.9    12.5   144                                  
1993 02 27 03 00 -999      -38.0    10.7   164                                  
1993 02 27 06 00 -999      -40.5     7.2   168                                  
1993 02 27 09 00 -999      -41.0     3.1   184                                  
1993 02 27 12 00 -999      -39.0     6.0   167                                  
1993 02 27 15 00 -999      -41.4     2.7   251                                  
1993 02 27 18 00 -999      -42.4     2.0   313                                  
1993 02 27 21 00 -999      -45.3     5.3   279                                  
1993 02 28 00 00 -999      -46.0     4.9   244                                  
1993 02 28 03 00 -999      -45.8     0.0     0                                  
1993 02 28 06 00 -999      -47.0     3.1   217                                  
1993 02 28 09 00 -999      -49.4     4.5   229                                  
1993 02 28 12 00 -999      -50.5     4.1   244                                  
1993 02 28 15 00 -999      -49.6     4.9   226                                  
1993 02 28 18 00 -999      -48.1     0.8   310                                  
1993 02 28 21 00 -999      -49.6     2.0   282                                  
1993 03 01 00 00 -999      -51.9     2.0   285                                  
1993 03 01 03 00 -999      -51.9     3.5   275                                  
1993 03 01 06 00 -999      -50.5     3.7   261                                  
1993 03 01 09 00 -999      -50.5     4.5   265                                  
1993 03 01 12 00 -999      -50.3     3.7   292                                  
1993 03 01 15 00 -999      -50.5     6.4   279                                  
1993 03 01 18 00 -999      -49.1     9.2   254                                  
1993 03 01 21 00 -999      -48.4     8.8   264                                  
1993 03 02 00 00 -999      -47.9    11.3   257                                  
1993 03 02 03 00 -999      -46.8     4.9   268                                  
1993 03 02 06 00 -999      -46.6     3.1   285                                  
1993 03 02 09 00 -999      -48.4     9.9   271                                  
1993 03 02 12 00 -999      -49.3    11.1   268                                  
1993 03 02 15 00 -999      -49.5    11.1   277                                  
1993 03 02 18 00 -999      -50.5     9.9   284                                  
1993 03 02 21 00 -999      -50.3     9.6   268                                  
1993 03 03 00 00 -999      -50.0     9.9   268                                  
1993 03 03 03 00 -999      -49.4    10.3   261                                  
1993 03 03 06 00 -999      -48.3    10.3   258                                  
1993 03 03 09 00 -999      -48.3     7.6   268                                  
1993 03 03 12 00 -999      -48.5     8.4   261                                  
1993 03 03 15 00 -999      -48.3    10.3   262                                  
1993 03 03 18 00 -999      -47.8     9.2   255                                  
1993 03 03 21 00 -999      -46.5    13.3   237                                  
1993 03 04 00 00 -999      -46.0     9.9   243                                  
1993 03 04 03 00 -999      -47.8    10.3   244                                  
1993 03 04 06 00 -999      -45.6    12.9   241                                  
1993 03 04 09 00 -999      -44.3    12.9   243                                  
1993 03 04 12 00 -999      -44.8     6.8   240                                  
1993 03 04 15 00 -999      -48.1    10.7   236                                  
1993 03 04 18 00 -999      -49.9     8.4   244                                  
1993 03 04 21 00 -999      -49.0     5.3   264                                  
1993 03 05 00 00 -999      -49.9     8.4   260                                  
1993 03 05 03 00 -999      -51.1    10.7   257                                  
1993 03 05 06 00 -999      -52.0     6.8   265                                  
1993 03 05 09 00 -999      -52.6     6.4   257                                  
1993 03 05 12 00 -999      -53.1     8.8   255                                  
1993 03 05 15 00 -999      -52.9     6.0   253                                  
1993 03 05 18 00 -999      -52.0     4.9   239                                  
1993 03 05 21 00 -999      -51.6     6.0   271                                  
1993 03 06 00 00 -999      -52.6     5.7   262                                  
